codigo_ocorrencia2;aeronave_matricula;aeronave_operador_categoria;aeronave_tipo_veiculo;aeronave_fabricante;aeronave_modelo;aeronave_tipo_icao;aeronave_motor_tipo;aeronave_motor_quantidade;aeronave_pmd;aeronave_pmd_categoria;aeronave_assentos;aeronave_ano_fabricacao;aeronave_pais_fabricante;aeronave_pais_registro;aeronave_registro_categoria;aeronave_registro_segmento;aeronave_voo_origem;aeronave_voo_destino;aeronave_fase_operacao;aeronave_tipo_operacao;aeronave_nivel_dano;aeronave_fatalidades_total
53497;PTRAM;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-721C;P32R;PISTÃO;MONOMOTOR;1633;1633;7;1980;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;ESTÂNCIA SANTA MARIA;DECOLAGEM;PRIVADA;SUBSTANCIAL;1
53498;PTGRT;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-201A;IPAN;PISTÃO;MONOMOTOR;1800;1800;1;1977;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;FORA DE AERODROMO;FORA DE AERODROMO;ARREMETIDA NO SOLO;AGRÍCOLA;SUBSTANCIAL;0
53499;PPBST;***;AVIÃO;CESSNA AIRCRAFT;680;C680;JATO;BIMOTOR;13744;13744;11;2008;BRASIL;BRASIL;AVIÃO;PARTICULAR;CAMPO DE MARTE;JACAREPAGUÁ;POUSO;PRIVADA;NENHUM;0
53500;PRHNE;***;HELICÓPTERO;ROBINSON HELICOPTER;R22 BETA;R22;PISTÃO;MONOMOTOR;621;621;2;2013;BRASIL;BRASIL;HELICÓPTERO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM VERTICAL;PRIVADA;SUBSTANCIAL;0
53501;PTNKU;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-711C;P28R;PISTÃO;MONOMOTOR;1202;1202;4;1977;BRASIL;BRASIL;AVIÃO;PARTICULAR;CARATINGA;PARÁ DE MINAS;CRUZEIRO;PRIVADA;DESTRUÍDA;2
53502;PRGXJ;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;199;2013;BRASIL;BRASIL;AVIÃO;REGULAR;SANTA GENOVEVA/GOIÂNIA;PRESIDENTE JUSCELINO KUBITSCHEK;APROXIMAÇÃO FINAL;REGULAR;LEVE;0
53503;PTRCY;TÁXI AÉREO;AVIÃO;EMBRAER;EMB-810C;PA34;PISTÃO;BIMOTOR;2073;2073;7;1980;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;ALENQUER;MAESTRO WILSON FONSECA;DECOLAGEM;TÁXI AÉREO;NENHUM;0
53504;PRBRP;INSTRUÇÃO;AVIÃO;CESSNA AIRCRAFT;150L;C150;PISTÃO;MONOMOTOR;726;726;2;1973;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;SANTA GENOVEVA/GOIÂNIA;SANTA GENOVEVA/GOIÂNIA;TÁXI;INSTRUÇÃO;LEVE;0
53505;PRSAR;PARTICULAR;AVIÃO;CIRRUS DESIGN;SR22;SR22;PISTÃO;MONOMOTOR;1542;1542;4;2008;BRASIL;BRASIL;AVIÃO;PARTICULAR;REDENÇÃO;SANTA GENOVEVA/GOIÂNIA;DESCIDA;PRIVADA;LEVE;0
53506;PRTAP;TÁXI AÉREO;AVIÃO;CESSNA AIRCRAFT;525A;C25A;JATO;BIMOTOR;5613;5613;10;2003;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;SILVIO PETTIROSSI INTERNATIONAL AIRPORT;CONGONHAS;TÁXI;TÁXI AÉREO;NENHUM;0
53507;PTRYQ;TÁXI AÉREO;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PA34;PISTÃO;BIMOTOR;2155;2155;6;1985;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;CATARATAS;BACACHERI;CORRIDA APÓS POUSO;TÁXI AÉREO;NENHUM;0
53508;PRSPO;PARTICULAR;AVIÃO;CESSNA AIRCRAFT;525B;C25B;JATO;BIMOTOR;6291;6291;10;2005;BRASIL;BRASIL;AVIÃO;PARTICULAR;CONGONHAS;CATARATAS;OPERAÇÃO DE SOLO;PRIVADA;NENHUM;0
53509;PPKLU;TÁXI AÉREO;HELICÓPTERO;AGUSTA;A109E;A109;TURBOEIXO;BIMOTOR;2850;2850;8;2002;BRASIL;BRASIL;HELICÓPTERO;TÁXI AÉREO;DAMHA GOLFE;CENTRO EMPRESARIAL NAÇÕES UNIDAS-TORRE NORTE;CRUZEIRO;TÁXI AÉREO;NENHUM;0
53510;PRWRF;PARTICULAR;AVIÃO;PIPER AIRCRAFT;PA-34-220T;PA34;PISTÃO;BIMOTOR;2155;2155;6;2002;BRASIL;BRASIL;AVIÃO;PARTICULAR;PROFESSOR ERIBERTO MANOEL REINO;LEITE LOPES;POUSO;PRIVADA;LEVE;0
53511;PPAMX;TÁXI AÉREO;AVIÃO;CESSNA AIRCRAFT;208B;C208;TURBOÉLICE;MONOMOTOR;3969;3969;11;2011;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;BORBA;FLORES;CORRIDA APÓS POUSO;TÁXI AÉREO;LEVE;0
53512;PPVYV;PARTICULAR;AVIÃO;CESSNA AIRCRAFT;560XL;C56X;JATO;BIMOTOR;9163;9163;11;2009;BRASIL;BRASIL;AVIÃO;PARTICULAR;PRESIDENTE JUSCELINO KUBITSCHEK;SANTA GENOVEVA/GOIÂNIA;TÁXI;PRIVADA;LEVE;0
53513;PRAYA;REGULAR;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2008;BRASIL;BRASIL;AVIÃO;REGULAR;AFONSO PENA;SANTOS DUMONT;CRUZEIRO;REGULAR;NENHUM;0
53514;PREJZ;INSTRUÇÃO;AVIÃO;CESSNA AIRCRAFT;152;C152;PISTÃO;MONOMOTOR;757;757;2;1977;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;AEROPORTO ESTADUAL DE JUNDIAÍ;AEROPORTO ESTADUAL DE JUNDIAÍ;TÁXI;INSTRUÇÃO;NENHUM;0
53515;PRSAU;INSTRUÇÃO;AVIÃO;DIAMOND AIRCRAFT;DA20-C1;DV20;PISTÃO;MONOMOTOR;800;800;1;2014;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;CAMPO DE MARTE;CAMPO DE MARTE;CHEQUE DE MOTOR OU ROTOR;INSTRUÇÃO;NENHUM;0
53516;PTOTV;TÁXI AÉREO;AVIÃO;PIPER AIRCRAFT;PA-31T1;PAY1;TURBOÉLICE;BIMOTOR;3946;3946;7;1981;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;IPIAÚ;JOÃO DURVAL CARNEIRO;DESCIDA;TÁXI AÉREO;NENHUM;0
53517;PTZAE;EXPERIMENTAL;AVIÃO;FLYER INDUSTRIA AERONAUTICA LTDA;RV-10;ZZZZ;PISTÃO;MONOMOTOR;1224;1224;4;2009;BRASIL;BRASIL;AVIÃO;EXPERIMENTAL;CATULEVE;PINTO MARTINS;POUSO;PRIVADA;LEVE;0
53518;PRZAQ;EXPERIMENTAL;AVIÃO;FLYER INDUSTRIA AERONAUTICA LTDA;RV-10;ZZZZ;PISTÃO;MONOMOTOR;1224;1224;4;2013;BRASIL;BRASIL;AVIÃO;EXPERIMENTAL;ARAGARÇAS;CAMPO GRANDE;POUSO;PRIVADA;LEVE;0
53519;PPXKK;EXPERIMENTAL;AVIÃO;***;SEDAN;ZZZZ;PISTÃO;MONOMOTOR;930;930;4;2004;BRASIL;BRASIL;AVIÃO;EXPERIMENTAL;GUARATINGUETÁ;GUARATINGUETÁ;POUSO;PRIVADA;SUBSTANCIAL;0
53520;PRAYB;REGULAR;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2008;BRASIL;BRASIL;AVIÃO;REGULAR;TANCREDO NEVES;SALGADO FILHO;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
53524;PRONX;REGULAR;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;78000;78000;170;2014;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;DEPUTADO LUÍS EDUARDO MAGALHÃES;DECOLAGEM;REGULAR;LEVE;0
53532;PRPVS;PARTICULAR;AVIÃO;HAWKER BEECHCRAFT;G58;BE58;PISTÃO;BIMOTOR;2495;2495;6;2012;BRASIL;BRASIL;AVIÃO;PARTICULAR;PATOS DE MINAS;SANTA GENOVEVA/GOIÂNIA;CORRIDA APÓS POUSO;PRIVADA;NENHUM;0
53533;PUVSM;EXPERIMENTAL;ULTRALEVE;MAURICIO WIECHMANN CATAI;DYNAMIC WT-9;ULAC;PISTÃO;MONOMOTOR;560;560;2;2011;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;LEITE LOPES;LEITE LOPES;CORRIDA APÓS POUSO;PRIVADA;NENHUM;0
53534;PTFTG;PARTICULAR;AVIÃO;CESSNA AIRCRAFT;525A;C25A;JATO;BIMOTOR;5613;5613;9;2002;BRASIL;BRASIL;AVIÃO;PARTICULAR;SANTA GENOVEVA/GOIÂNIA;SANTA GENOVEVA/GOIÂNIA;DECOLAGEM;PRIVADA;NENHUM;0
53543;PTLKW;***;AVIÃO;CESSNA AIRCRAFT;210R;C210;PISTÃO;MONOMOTOR;1746;1746;6;1986;BRASIL;BRASIL;AVIÃO;PARTICULAR;PRESIDENTE PRUDENTE;JARDIM;DECOLAGEM;PRIVADA;SUBSTANCIAL;0
53545;PTDIQ;***;AVIÃO;BEECH AIRCRAFT;B90;BE9L;TURBOÉLICE;BIMOTOR;4377;4377;6;1968;BRASIL;BRASIL;AVIÃO;PARTICULAR;ARIQUEMES;GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA;CORRIDA APÓS POUSO;PRIVADA;NENHUM;0
53546;PRDMT;***;AVIÃO;CESSNA AIRCRAFT;150H;C150;PISTÃO;MONOMOTOR;726;726;2;1968;BRASIL;BRASIL;AVIÃO;PARTICULAR;AGROPASTORIL BOM PASTOR;AGROPASTORIL BOM PASTOR;CIRCUITO DE TRÁFEGO;PRIVADA;DESTRUÍDA;2
53547;PPBAO;***;HELICÓPTERO;ROBINSON HELICOPTER;R44 II;R44;PISTÃO;MONOMOTOR;1134;1134;4;2010;BRASIL;BRASIL;HELICÓPTERO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;PRIVADA;SUBSTANCIAL;1
53550;PUCMV;EXPERIMENTAL;ULTRALEVE;***;P2002 SIERRA DELUXE;ZZZZ;PISTÃO;MONOMOTOR;600;600;NULL;NULL;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;PRIVADA;DESTRUÍDA;1
53551;PPGSZ;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;56-C;PAUL;PISTÃO;MONOMOTOR;660;660;2;1960;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;ESTADUAL ARTHUR SIQUEIRA;ESTADUAL ARTHUR SIQUEIRA;DECOLAGEM;INSTRUÇÃO;LEVE;0
53552;PRVDA;***;AVIÃO;PIPER AIRCRAFT;PA-46-350P;PA46;PISTÃO;MONOMOTOR;1968;1968;6;2007;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FLORES;TEFÉ;CORRIDA APÓS POUSO;TÁXI AÉREO;LEVE;0
53553;PUPEN;EXPERIMENTAL;ULTRALEVE;***;FOX II;ULAC;PISTÃO;MONOMOTOR;417;417;2;1990;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;PRIVADA;SUBSTANCIAL;0
53554;PUMLP;EXPERIMENTAL;ULTRALEVE;***;CONQUEST 180;ULAC;PISTÃO;MONOMOTOR;650;650;2;2005;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;SANTA ROSA;SANTA ROSA;CIRCUITO DE TRÁFEGO;PRIVADA;SUBSTANCIAL;0
53555;PUHPM;EXPERIMENTAL;ULTRALEVE;***;KR-2S;ULAC;PISTÃO;MONOMOTOR;510;510;2;2002;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;CEARÁ-MIRIM;CEARÁ-MIRIM;APROXIMAÇÃO FINAL;PRIVADA;DESTRUÍDA;0
53556;PUXXX5;EXPERIMENTAL;ULTRALEVE;***;***;***;***;***;0;0;NULL;2015;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;MIRASSOL;MIRASSOL;CRUZEIRO;PRIVADA;DESTRUÍDA;1
53557;PUCPC;EXPERIMENTAL;ULTRALEVE;***;***;ULAC;***;SEM TRAÇÃO;0;0;0;1992;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;GUAXUPÉ;GUAXUPÉ;CRUZEIRO;PRIVADA;SUBSTANCIAL;0
53558;PRGXP;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;0;2014;BRASIL;BRASIL;AVIÃO;REGULAR;VIRACOPOS;TANCREDO NEVES;TÁXI;REGULAR;NENHUM;0
53559;PTWQH;***;AVIÃO;CESSNA AIRCRAFT;650;C650;JATO;BIMOTOR;10433;10433;10;1998;BRASIL;BRASIL;AVIÃO;PARTICULAR;PRESIDENTE JUSCELINO KUBITSCHEK;CONGONHAS;SUBIDA;PRIVADA;DESTRUÍDA;4
53560;PRMYR;REGULAR;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2012;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;CAMPO GRANDE;SUBIDA;REGULAR;LEVE;0
53561;PRZVX;***;AVIÃO;SLICK AIRCRAFT COMPANY;SLICK 540;ZZZZ;PISTÃO;MONOMOTOR;795;795;1;NULL;BRASIL;BRASIL;AVIÃO;EXPERIMENTAL;DEPUTADO LUÍS EDUARDO MAGALHÃES;DEPUTADO LUÍS EDUARDO MAGALHÃES;MANOBRA;PRIVADA;SUBSTANCIAL;1
53562;PTWCK;***;AVIÃO;CESSNA AIRCRAFT;A188B;C188;PISTÃO;MONOMOTOR;1906;1906;1;1976;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;AGRÍCOLA;SUBSTANCIAL;0
53563;PTEJF;***;AVIÃO;EMBRAER;EMB-810C;PA34;PISTÃO;BIMOTOR;2073;2073;6;1977;BRASIL;BRASIL;AVIÃO;PARTICULAR;PINTO MARTINS;CEARÁ-MIRIM;DESCIDA;PRIVADA;NENHUM;0
53564;PRRSA;***;AVIÃO;AIR TRACTOR;AT-502B;AT5T;TURBOÉLICE;MONOMOTOR;3629;3629;1;2009;BRASIL;BRASIL;AVIÃO;PARTICULAR;BALSAS;BALSAS;DECOLAGEM;AGRÍCOLA;DESTRUÍDA;1
53565;PREDL;***;HELICÓPTERO;ROBINSON HELICOPTER;R66;R66;TURBOEIXO;MONOMOTOR;1225;1225;5;2012;BRASIL;BRASIL;HELICÓPTERO;PARTICULAR;GUARARAPES - GILBERTO FREYRE;FORA DE AERODROMO;CRUZEIRO;PRIVADA;SUBSTANCIAL;0
53566;PTEDJ;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-721C;P32R;PISTÃO;MONOMOTOR;1633;1633;7;1976;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;SUBSTANCIAL;0
53567;PROHD;***;HELICÓPTERO;AGUSTA;AW139;A139;TURBOEIXO;BIMOTOR;6800;6800;17;2013;BRASIL;BRASIL;HELICÓPTERO;TÁXI AÉREO;JACAREPAGUÁ;JACAREPAGUÁ;ESTACIONAMENTO;TÁXI AÉREO;LEVE;0
53568;PTEZQ;***;AVIÃO;EMBRAER;EMB-810C;PA34;PISTÃO;BIMOTOR;2073;2073;6;1979;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;BORBA;FLORES;CORRIDA APÓS POUSO;TÁXI AÉREO;LEVE;0
53569;PRVBI;***;AVIÃO;BOEING COMPANY;737-73V;B737;JATO;BIMOTOR;62595;62595;152;2002;BRASIL;BRASIL;AVIÃO;REGULAR;SANTOS DUMONT;CONGONHAS;PARTIDA DO MOTOR;REGULAR;LEVE;0
53570;PPPTN;***;AVIÃO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT72;TURBOÉLICE;BIMOTOR;22500;22500;73;2008;BRASIL;BRASIL;AVIÃO;REGULAR;LEITE LOPES;LEITE LOPES;DECOLAGEM;REGULAR;LEVE;0
53571;PPGSE;***;AVIÃO;AERO BOERO;AB-180;AB18;PISTÃO;MONOMOTOR;844;844;2;1993;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;GARIBALDI;GARIBALDI;CORRIDA APÓS POUSO;INSTRUÇÃO;SUBSTANCIAL;0
53572;PTOST;***;AVIÃO;CHINCUL SACAIFI;PA-25-235;PA25;PISTÃO;MONOMOTOR;1315;1315;1;1993;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;AERO DO VALE MIRACATU;AERO DO VALE MIRACATU;DECOLAGEM;AGRÍCOLA;SUBSTANCIAL;0
53573;PRONX;***;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;78000;78000;170;2014;BRASIL;BRASIL;AVIÃO;REGULAR;DEPUTADO LUÍS EDUARDO MAGALHÃES;GOVERNADOR ANDRÉ FRANCO MONTORO;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
53574;PREJV;***;AVIÃO;CESSNA AIRCRAFT;152;C152;PISTÃO;MONOMOTOR;757;757;2;1980;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;AEROPORTO ESTADUAL DE JUNDIAÍ;AEROPORTO ESTADUAL DE JUNDIAÍ;APROXIMAÇÃO FINAL;INSTRUÇÃO;SUBSTANCIAL;0
53575;PRBGK;***;HELICÓPTERO;EUROCOPTER FRANCE;EC 225 LP;EC25;TURBOEIXO;BIMOTOR;11000;11000;21;2011;BRASIL;BRASIL;HELICÓPTERO;TÁXI AÉREO;SÃO TOMÉ;SÃO TOMÉ;CIRCUITO DE TRÁFEGO;TÁXI AÉREO;NENHUM;0
53576;PTGTR;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-201A;IPAN;PISTÃO;MONOMOTOR;1800;1800;1;1979;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA;AGRÍCOLA;SUBSTANCIAL;1
53577;PTFFB;***;AVIÃO;CESSNA AIRCRAFT;A188B;C188;PISTÃO;MONOMOTOR;1497;1497;1;1974;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA;AGRÍCOLA;SUBSTANCIAL;0
53578;PUJJV;EXPERIMENTAL;ULTRALEVE;FLYER INDUSTRIA AERONAUTICA LTDA;KOLBFLYER SS;ULAC;PISTÃO;MONOMOTOR;598;598;2;2008;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;AEROCLUBE DE RONDÔNIA;AEROCLUBE DE RONDÔNIA;DECOLAGEM;PRIVADA;SUBSTANCIAL;0
53579;PUTRB;EXPERIMENTAL;ULTRALEVE;TRIKE ICAROS LTDA;ADVENTURE;ULAC;PISTÃO;MONOMOTOR;420;420;2;2005;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;BRIGADEIRO CAMARÃO;BRIGADEIRO CAMARÃO;DECOLAGEM;PRIVADA;SUBSTANCIAL;1
53580;PUINP;***;ULTRALEVE;***;CONQUEST;ULAC;PISTÃO;MONOMOTOR;650;650;2;2003;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;POUSADA DAS ÁGUIAS;ARAPONGAS;POUSO;PRIVADA;SUBSTANCIAL;0
53581;PUKLK;EXPERIMENTAL;ULTRALEVE;FLYER INDUSTRIA AERONAUTICA LTDA;STORM-30B;ULAC;PISTÃO;MONOMOTOR;540;540;2;2001;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;ADALBERTO MENDES DA SILVA;ELY REGO;TÁXI;PRIVADA;LEVE;0
53582;PRAKA;REGULAR;AVIÃO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT72;TURBOÉLICE;BIMOTOR;23000;23000;0;2015;BRASIL;BRASIL;AVIÃO;REGULAR;SALGADO FILHO;RUBEM BERTA;SUBIDA;REGULAR;NENHUM;0
53583;PPMFL;PARTICULAR;AVIÃO;HAWKER BEECHCRAFT;400A;BE40;JATO;BIMOTOR;7303;7303;10;2007;BRASIL;BRASIL;AVIÃO;PARTICULAR;CAMPO DE MARTE;SANTA CECÍLIA;DECOLAGEM;PRIVADA;NENHUM;0
53584;PRBFA;PARTICULAR;AVIÃO;PIPER AIRCRAFT;PA-34-220T;PA34;PISTÃO;BIMOTOR;2155;2155;6;2011;BRASIL;BRASIL;AVIÃO;PARTICULAR;ESTADUAL ARTHUR SIQUEIRA;LUIZ GONZAGA LUTTI;TÁXI;PRIVADA;LEVE;0
53585;PTLFO;PARTICULAR;AVIÃO;EMBRAER;EMB-820C NAVAJO;PA31;PISTÃO;BIMOTOR;3175;3175;8;1977;BRASIL;BRASIL;AVIÃO;PARTICULAR;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;AEROPORTO ESTADUAL DE JUNDIAÍ;DECOLAGEM;PRIVADA;NENHUM;0
53586;PTWKF;TÁXI AÉREO;AVIÃO;PILATUS;PC-12;PC12;TURBOÉLICE;MONOMOTOR;4100;4100;8;1996;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;CONGONHAS;CABO FRIO;CORRIDA APÓS POUSO;TÁXI AÉREO;NENHUM;0
53587;PRRCB;PARTICULAR;AVIÃO;CESSNA AIRCRAFT;680;C680;JATO;BIMOTOR;13744;13744;11;2006;BRASIL;BRASIL;AVIÃO;PARTICULAR;VAL DE CANS / JÚLIO CEZAR RIBEIRO;MARECHAL CUNHA MACHADO;APROXIMAÇÃO FINAL;PRIVADA;LEVE;0
53589;PPDUR;PARTICULAR;AVIÃO;BEECH AIRCRAFT;G58;***;PISTÃO;BIMOTOR;2495;2495;0;0;BRASIL;BRASIL;AVIÃO;PARTICULAR;ERECHIM;SALGADO FILHO;CORRIDA APÓS POUSO;PRIVADA;LEVE;0
53590;PRLIF;INSTRUÇÃO;AVIÃO;PIPER AIRCRAFT;PA-34-200;PA34;PISTÃO;BIMOTOR;1905;1905;6;1973;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;SANTA CRUZ DO SUL;SALGADO FILHO;TÁXI;INSTRUÇÃO;LEVE;0
53591;PRTTP;REGULAR;AVIÃO;BOEING COMPANY;727-2M7;B722;JATO;TRIMOTOR;88360;88360;7;1978;BRASIL;BRASIL;AVIÃO;REGULAR;HERCÍLIO LUZ;GOVERNADOR ANDRÉ FRANCO MONTORO;SUBIDA;REGULAR;NENHUM;0
53592;PTEUR;AGRÍCOLA;AVIÃO;EMBRAER;EMB-810C;PA34;PISTÃO;BIMOTOR;2073;2073;3;1979;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;PRESIDENTE JUSCELINO KUBITSCHEK;CABO FRIO;TÁXI;AGRÍCOLA;NENHUM;0
53593;PRVAI;PARTICULAR;AVIÃO;CIRRUS DESIGN;SR22;SR22;PISTÃO;MONOMOTOR;1542;1542;4;2007;BRASIL;BRASIL;AVIÃO;PARTICULAR;CORONEL ALTINO MACHADO;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;APROXIMAÇÃO FINAL;PRIVADA;NENHUM;0
53594;PRBGO;TÁXI AÉREO;HELICÓPTERO;SIKORSKY AIRCRAFT;S-76C;S76;TURBOEIXO;BIMOTOR;5307;5307;14;2005;BRASIL;BRASIL;HELICÓPTERO;TÁXI AÉREO;MACAÉ;CABO FRIO;CIRCUITO DE TRÁFEGO;TÁXI AÉREO;NENHUM;0
53595;PRNSP;TÁXI AÉREO;HELICÓPTERO;AGUSTA;AB139;A139;TURBOEIXO;BIMOTOR;6800;6800;NULL;NULL;BRASIL;BRASIL;HELICÓPTERO;TÁXI AÉREO;MACAÉ;OCEAN ALLIANCE;POUSO;TÁXI AÉREO;NENHUM;0
53596;PRJEC;TÁXI AÉREO;AVIÃO;LEARJET;45 (LEARJET 40);LJ40;JATO;BIMOTOR;9231;9231;9;2008;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;HERCÍLIO LUZ;AFONSO PENA;SUBIDA;TÁXI AÉREO;LEVE;0
53597;PTNZD;INSTRUÇÃO;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-712;P28A;PISTÃO;MONOMOTOR;1157;1157;4;1980;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;GOVERNADOR JOSÉ RICHA;GOVERNADOR JOSÉ RICHA;TÁXI;INSTRUÇÃO;NENHUM;0
53598;PPFXH;INSTRUÇÃO;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-711ST;P28T;PISTÃO;MONOMOTOR;1315;1315;4;1988;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;GOVERNADOR JOSÉ RICHA;GOVERNADOR JOSÉ RICHA;PROCEDIMENTO DE APROXIMAÇÃO IFR;INSTRUÇÃO;NENHUM;0
53599;PRFFD;INSTRUÇÃO;AVIÃO;CESSNA AIRCRAFT;152;C152;PISTÃO;MONOMOTOR;757;757;2;1981;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;MINISTRO VICTOR KONDER;MINISTRO VICTOR KONDER;CORRIDA APÓS POUSO;INSTRUÇÃO;LEVE;0
53601;PTDKO;***;AVIÃO;BEECH AIRCRAFT;95-B55;BE55;PISTÃO;BIMOTOR;2268;2268;6;1970;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;INDETERMINADA;PRIVADA;DESTRUÍDA;1
53602;PROHD;TÁXI AÉREO;HELICÓPTERO;AGUSTA;AW139;A139;TURBOEIXO;BIMOTOR;6800;6800;17;2013;BRASIL;BRASIL;HELICÓPTERO;TÁXI AÉREO;JACAREPAGUÁ;JACAREPAGUÁ;TÁXI;TÁXI AÉREO;LEVE;0
53603;PTMEY;TÁXI AÉREO;AVIÃO;CESSNA AIRCRAFT;208B;C208;TURBOÉLICE;MONOMOTOR;3969;3969;11;1996;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;RONDONÓPOLIS;PRESIDENTE JUSCELINO KUBITSCHEK;CIRCUITO DE TRÁFEGO;TÁXI AÉREO;LEVE;0
53604;PROME;TÁXI AÉREO;HELICÓPTERO;SIKORSKY AIRCRAFT;S-76C;S76;TURBOEIXO;BIMOTOR;5307;5307;14;2010;BRASIL;BRASIL;HELICÓPTERO;TÁXI AÉREO;BASE DE PARACURU;BASE DE PARACURU;APROXIMAÇÃO FINAL;TÁXI AÉREO;NENHUM;0
53605;PRPDK;REGULAR;AVIÃO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT72;TURBOÉLICE;BIMOTOR;22500;22500;73;1999;BRASIL;BRASIL;AVIÃO;REGULAR;LEITE LOPES;LEITE LOPES;CORRIDA APÓS POUSO;REGULAR;NENHUM;0
53606;PRTTK;REGULAR;AVIÃO;AEROSPATIALE AND ALENIA;ATR-42-500;AT45;TURBOÉLICE;BIMOTOR;18600;18600;52;1996;BRASIL;BRASIL;AVIÃO;REGULAR;EDUARDO GOMES;CARAUARI;CORRIDA APÓS POUSO;REGULAR;NENHUM;0
